"";"education";"ocupation";"area";"age group";"recomendation";"firma";"score";"detractor";"neutral";"promoter";"total"
"669";"Wy¿sze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";10;"Dzwonek";"Promoter";0;0;1;1
"671";"Wy¿sze rolnicze";"Pracownik techniczny";"25.01 - 50 ha";"mniej ni¿ 30";4;"Dzwonek";"Detractor";1;0;0;1
"672";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";2;"Dzwonek";"Detractor";1;0;0;1
"673";"Wy¿sze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"powy¿ej 60";0;"Dzwonek";"Detractor";1;0;0;1
"674";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"mniej ni¿ 30";7;"Dzwonek";"Neutral";0;1;0;1
"675";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"powy¿ej 60";9;"Dzwonek";"Promoter";0;0;1;1
"676";"Wy¿sze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"51 - 60";4;"Dzwonek";"Detractor";1;0;0;1
"677";"Œrednie techniczne";"G³ówny agronom";"50.01 - 100 ha";"powy¿ej 60";4;"Dzwonek";"Detractor";1;0;0;1
"678";"Œrednie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"41 - 50";2;"Dzwonek";"Detractor";1;0;0;1
"680";"Œrednie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"powy¿ej 60";10;"Dzwonek";"Promoter";0;0;1;1
"681";"Wy¿sze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"31 - 40";4;"Dzwonek";"Detractor";1;0;0;1
"682";"Wy¿sze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"powy¿ej 60";8;"Dzwonek";"Neutral";0;1;0;1
"683";"Wy¿sze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"41 - 50";4;"Dzwonek";"Detractor";1;0;0;1
"684";"Wy¿sze rolnicze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"51 - 60";6;"Dzwonek";"Detractor";1;0;0;1
"685";"Wy¿sze rolnicze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";7;"Dzwonek";"Neutral";0;1;0;1
"686";"Œrednie ogólne";"G³ówny agronom";"50.01 - 100 ha";"powy¿ej 60";5;"Dzwonek";"Detractor";1;0;0;1
"687";"Wy¿sze";"Pracownik techniczny";"25.01 - 50 ha";"51 - 60";9;"Dzwonek";"Promoter";0;0;1;1
"688";"Œrednie techniczne";"W³aœciciel";"mniej ni¿ 25 ha";"powy¿ej 60";7;"Dzwonek";"Neutral";0;1;0;1
"689";"Œrednie techniczne";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"powy¿ej 60";5;"Dzwonek";"Detractor";1;0;0;1
"690";"Œrednie ogólne";"G³ówny agronom";"50.01 - 100 ha";"mniej ni¿ 30";9;"Dzwonek";"Promoter";0;0;1;1
"691";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"51 - 60";8;"Dzwonek";"Neutral";0;1;0;1
"693";"Wy¿sze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"powy¿ej 60";0;"Dzwonek";"Detractor";1;0;0;1
"694";"Wy¿sze";"Dyrektor/wicedyrektor";"25.01 - 50 ha";"51 - 60";6;"Dzwonek";"Detractor";1;0;0;1
"697";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"51 - 60";7;"Dzwonek";"Neutral";0;1;0;1
"699";"Œrednie techniczne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";7;"Dzwonek";"Neutral";0;1;0;1
"700";"Wy¿sze rolnicze";"Agronom ekspert";"25.01 - 50 ha";"powy¿ej 60";6;"Dzwonek";"Detractor";1;0;0;1
"701";"Œrednie techniczne";"W³aœciciel";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";10;"Dzwonek";"Promoter";0;0;1;1
"702";"Wy¿sze rolnicze";"W³aœciciel";"100.01 - 250 ha";"41 - 50";4;"Dzwonek";"Detractor";1;0;0;1
"703";"Inne";"Pracownik techniczny";"50.01 - 100 ha";"mniej ni¿ 30";2;"Dzwonek";"Detractor";1;0;0;1
"704";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"41 - 50";3;"Dzwonek";"Detractor";1;0;0;1
"705";"Œrednie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"powy¿ej 60";5;"Dzwonek";"Detractor";1;0;0;1
"706";"Œrednie ogólne";"Agronom ekspert";"100.01 - 250 ha";"powy¿ej 60";6;"Dzwonek";"Detractor";1;0;0;1
"707";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";3;"Dzwonek";"Detractor";1;0;0;1
"708";"Wy¿sze rolnicze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";4;"Dzwonek";"Detractor";1;0;0;1
"709";"Œrednie techniczne";"G³ówny agronom";"25.01 - 50 ha";"powy¿ej 60";7;"Dzwonek";"Neutral";0;1;0;1
"710";"Wy¿sze";"W³aœciciel";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";1;"Dzwonek";"Detractor";1;0;0;1
"711";"Wy¿sze";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";0;"Dzwonek";"Detractor";1;0;0;1
"712";"Wy¿sze";"Dyrektor/wicedyrektor";"mniej ni¿ 25 ha";"51 - 60";9;"Dzwonek";"Promoter";0;0;1;1
"713";"Wy¿sze rolnicze";"Pracownik techniczny";"mniej ni¿ 25 ha";"mniej ni¿ 30";2;"Dzwonek";"Detractor";1;0;0;1
"714";"Wy¿sze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"powy¿ej 60";9;"Dzwonek";"Promoter";0;0;1;1
"715";"Wy¿sze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"51 - 60";3;"Dzwonek";"Detractor";1;0;0;1
"716";"Œrednie techniczne";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"51 - 60";10;"Dzwonek";"Promoter";0;0;1;1
"718";"Œrednie techniczne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";5;"Dzwonek";"Detractor";1;0;0;1
"720";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"powy¿ej 60";2;"Dzwonek";"Detractor";1;0;0;1
"721";"Wy¿sze rolnicze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";8;"Dzwonek";"Neutral";0;1;0;1
"722";"Wy¿sze rolnicze";"Agronom ekspert";"100.01 - 250 ha";"powy¿ej 60";10;"Dzwonek";"Promoter";0;0;1;1
"723";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"powy¿ej 60";8;"Dzwonek";"Neutral";0;1;0;1
"724";"Œrednie techniczne";"W³aœciciel";"wiêcej ni¿ 250 ha";"51 - 60";1;"Dzwonek";"Detractor";1;0;0;1
"725";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"51 - 60";6;"Dzwonek";"Detractor";1;0;0;1
"726";"Wy¿sze rolnicze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";7;"Dzwonek";"Neutral";0;1;0;1
"727";"Wy¿sze rolnicze";"Agronom ekspert";"100.01 - 250 ha";"powy¿ej 60";7;"Dzwonek";"Neutral";0;1;0;1
"728";"Wy¿sze";"Pracownik techniczny";"100.01 - 250 ha";"powy¿ej 60";6;"Dzwonek";"Detractor";1;0;0;1
"729";"Wy¿sze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"41 - 50";3;"Dzwonek";"Detractor";1;0;0;1
"730";"Wy¿sze rolnicze";"G³ówny agronom";"100.01 - 250 ha";"41 - 50";1;"Dzwonek";"Detractor";1;0;0;1
"731";"Wy¿sze rolnicze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";3;"Dzwonek";"Detractor";1;0;0;1
"732";"Œrednie techniczne";"Agronom ekspert";"50.01 - 100 ha";"41 - 50";8;"Dzwonek";"Neutral";0;1;0;1
"733";"Wy¿sze rolnicze";"W³aœciciel";"100.01 - 250 ha";"31 - 40";4;"Dzwonek";"Detractor";1;0;0;1
"734";"Wy¿sze";"Agronom ekspert";"50.01 - 100 ha";"31 - 40";8;"Dzwonek";"Neutral";0;1;0;1
"735";"Wy¿sze rolnicze";"Inna";"wiêcej ni¿ 250 ha";"51 - 60";1;"Dzwonek";"Detractor";1;0;0;1
"736";"Wy¿sze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"51 - 60";6;"Dzwonek";"Detractor";1;0;0;1
"737";"Wy¿sze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";9;"Dzwonek";"Promoter";0;0;1;1
"738";"Wy¿sze rolnicze";"G³ówny agronom";"100.01 - 250 ha";"powy¿ej 60";1;"Dzwonek";"Detractor";1;0;0;1
"739";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"powy¿ej 60";5;"Dzwonek";"Detractor";1;0;0;1
"740";"Wy¿sze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"31 - 40";9;"Dzwonek";"Promoter";0;0;1;1
"741";"Œrednie techniczne";"G³ówny agronom";"25.01 - 50 ha";"powy¿ej 60";2;"Dzwonek";"Detractor";1;0;0;1
"742";"Wy¿sze rolnicze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"41 - 50";5;"Dzwonek";"Detractor";1;0;0;1
"743";"Œrednie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"powy¿ej 60";5;"Dzwonek";"Detractor";1;0;0;1
"744";"Œrednie ogólne";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"powy¿ej 60";4;"Dzwonek";"Detractor";1;0;0;1
"745";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"powy¿ej 60";6;"Dzwonek";"Detractor";1;0;0;1
"746";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"41 - 50";2;"Dzwonek";"Detractor";1;0;0;1
"747";"Œrednie techniczne";"W³aœciciel";"25.01 - 50 ha";"41 - 50";0;"Dzwonek";"Detractor";1;0;0;1
"748";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"powy¿ej 60";2;"Dzwonek";"Detractor";1;0;0;1
"749";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"powy¿ej 60";0;"Dzwonek";"Detractor";1;0;0;1
"750";"Wy¿sze rolnicze";"W³aœciciel";"100.01 - 250 ha";"51 - 60";1;"Dzwonek";"Detractor";1;0;0;1
"751";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";1;"Dzwonek";"Detractor";1;0;0;1
"752";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"25.01 - 50 ha";"powy¿ej 60";6;"Dzwonek";"Detractor";1;0;0;1
"753";"Wy¿sze rolnicze";"Agronom ekspert";"50.01 - 100 ha";"31 - 40";5;"Dzwonek";"Detractor";1;0;0;1
"754";"Œrednie techniczne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"powy¿ej 60";10;"Dzwonek";"Promoter";0;0;1;1
"755";"Wy¿sze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"powy¿ej 60";2;"Dzwonek";"Detractor";1;0;0;1
"756";"Wy¿sze";"Agronom ekspert";"mniej ni¿ 25 ha";"41 - 50";1;"Dzwonek";"Detractor";1;0;0;1
"757";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";10;"Dzwonek";"Promoter";0;0;1;1
"758";"Wy¿sze";"Agronom ekspert";"50.01 - 100 ha";"powy¿ej 60";5;"Dzwonek";"Detractor";1;0;0;1
"759";"Œrednie techniczne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";0;"Dzwonek";"Detractor";1;0;0;1
"760";"Wy¿sze";"G³ówny agronom";"100.01 - 250 ha";"mniej ni¿ 30";8;"Dzwonek";"Neutral";0;1;0;1
"761";"Œrednie ogólne";"G³ówny agronom";"50.01 - 100 ha";"51 - 60";6;"Dzwonek";"Detractor";1;0;0;1
"762";"Œrednie ogólne";"G³ówny agronom";"100.01 - 250 ha";"powy¿ej 60";1;"Dzwonek";"Detractor";1;0;0;1
"763";"Wy¿sze rolnicze";"W³aœciciel";"25.01 - 50 ha";"powy¿ej 60";10;"Dzwonek";"Promoter";0;0;1;1
"764";"Wy¿sze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";5;"Dzwonek";"Detractor";1;0;0;1
"765";"Wy¿sze";"G³ówny agronom";"100.01 - 250 ha";"powy¿ej 60";3;"Dzwonek";"Detractor";1;0;0;1
"766";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"41 - 50";0;"Dzwonek";"Detractor";1;0;0;1
"767";"Œrednie ogólne";"G³ówny agronom";"wiêcej ni¿ 250 ha";"41 - 50";4;"Dzwonek";"Detractor";1;0;0;1
"768";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"powy¿ej 60";0;"Dzwonek";"Detractor";1;0;0;1
"769";"Œrednie techniczne";"Agronom ekspert";"mniej ni¿ 25 ha";"powy¿ej 60";10;"Dzwonek";"Promoter";0;0;1;1
"770";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"51 - 60";6;"Dzwonek";"Detractor";1;0;0;1
"771";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"51 - 60";6;"Dzwonek";"Detractor";1;0;0;1
"772";"Wy¿sze rolnicze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";8;"Dzwonek";"Neutral";0;1;0;1
"773";"Wy¿sze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"31 - 40";2;"Dzwonek";"Detractor";1;0;0;1
"774";"Œrednie techniczne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";1;"Dzwonek";"Detractor";1;0;0;1
"775";"Wy¿sze rolnicze";"W³aœciciel";"100.01 - 250 ha";"powy¿ej 60";2;"Dzwonek";"Detractor";1;0;0;1
"776";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"51 - 60";5;"Dzwonek";"Detractor";1;0;0;1
"777";"Œrednie techniczne";"W³aœciciel";"mniej ni¿ 25 ha";"31 - 40";7;"Dzwonek";"Neutral";0;1;0;1
"778";"Œrednie techniczne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";7;"Dzwonek";"Neutral";0;1;0;1
"779";"Œrednie ogólne";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"31 - 40";3;"Dzwonek";"Detractor";1;0;0;1
"780";"Wy¿sze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";4;"Dzwonek";"Detractor";1;0;0;1
"781";"Wy¿sze rolnicze";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";5;"Dzwonek";"Detractor";1;0;0;1
"782";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"51 - 60";3;"Dzwonek";"Detractor";1;0;0;1
"783";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"mniej ni¿ 30";2;"Dzwonek";"Detractor";1;0;0;1
"784";"Œrednie techniczne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"41 - 50";7;"Dzwonek";"Neutral";0;1;0;1
"785";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"51 - 60";5;"Fio³ek";"Detractor";1;0;0;1
"786";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"31 - 40";6;"Fio³ek";"Detractor";1;0;0;1
"787";"Œrednie ogólne";"G³ówny agronom";"100.01 - 250 ha";"mniej ni¿ 30";8;"Fio³ek";"Neutral";0;1;0;1
"788";"Œrednie ogólne";"G³ówny agronom";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";7;"Fio³ek";"Neutral";0;1;0;1
"789";"Œrednie ogólne";"W³aœciciel";"25.01 - 50 ha";"31 - 40";9;"Fio³ek";"Promoter";0;0;1;1
"790";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"mniej ni¿ 30";7;"Fio³ek";"Neutral";0;1;0;1
"791";"Wy¿sze";"G³ówny agronom";"100.01 - 250 ha";"41 - 50";4;"Fio³ek";"Detractor";1;0;0;1
"792";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"41 - 50";3;"Fio³ek";"Detractor";1;0;0;1
"793";"Œrednie techniczne";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";8;"Fio³ek";"Neutral";0;1;0;1
"794";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"31 - 40";5;"Fio³ek";"Detractor";1;0;0;1
"795";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"powy¿ej 60";9;"Fio³ek";"Promoter";0;0;1;1
"796";"Œrednie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"41 - 50";9;"Fio³ek";"Promoter";0;0;1;1
"797";"Œrednie techniczne";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";6;"Fio³ek";"Detractor";1;0;0;1
"798";"Œrednie ogólne";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";6;"Fio³ek";"Detractor";1;0;0;1
"799";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"31 - 40";7;"Fio³ek";"Neutral";0;1;0;1
"800";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"31 - 40";4;"Fio³ek";"Detractor";1;0;0;1
"801";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"31 - 40";7;"Fio³ek";"Neutral";0;1;0;1
"802";"Œrednie ogólne";"Agronom ekspert";"100.01 - 250 ha";"51 - 60";9;"Fio³ek";"Promoter";0;0;1;1
"803";"Œrednie techniczne";"W³aœciciel";"50.01 - 100 ha";"powy¿ej 60";4;"Fio³ek";"Detractor";1;0;0;1
"804";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"powy¿ej 60";8;"Fio³ek";"Neutral";0;1;0;1
"805";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"mniej ni¿ 30";6;"Fio³ek";"Detractor";1;0;0;1
"806";"Œrednie ogólne";"G³ówny agronom";"wiêcej ni¿ 250 ha";"41 - 50";9;"Fio³ek";"Promoter";0;0;1;1
"807";"Œrednie ogólne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"powy¿ej 60";5;"Fio³ek";"Detractor";1;0;0;1
"808";"Œrednie ogólne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";2;"Fio³ek";"Detractor";1;0;0;1
"809";"Œrednie techniczne";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"51 - 60";9;"Fio³ek";"Promoter";0;0;1;1
"810";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"41 - 50";4;"Fio³ek";"Detractor";1;0;0;1
"811";"Œrednie techniczne";"Pracownik techniczny";"mniej ni¿ 25 ha";"51 - 60";7;"Fio³ek";"Neutral";0;1;0;1
"812";"Œrednie ogólne";"Dyrektor/wicedyrektor";"mniej ni¿ 25 ha";"51 - 60";5;"Fio³ek";"Detractor";1;0;0;1
"813";"Œrednie ogólne";"Pracownik techniczny";"mniej ni¿ 25 ha";"51 - 60";1;"Fio³ek";"Detractor";1;0;0;1
"814";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"mniej ni¿ 30";8;"Fio³ek";"Neutral";0;1;0;1
"815";"Œrednie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"powy¿ej 60";9;"Fio³ek";"Promoter";0;0;1;1
"816";"Wy¿sze rolnicze";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";3;"Fio³ek";"Detractor";1;0;0;1
"817";"Wy¿sze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"51 - 60";9;"Fio³ek";"Promoter";0;0;1;1
"818";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"31 - 40";9;"Fio³ek";"Promoter";0;0;1;1
"819";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"31 - 40";7;"Fio³ek";"Neutral";0;1;0;1
"820";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"powy¿ej 60";8;"Fio³ek";"Neutral";0;1;0;1
"821";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";4;"Fio³ek";"Detractor";1;0;0;1
"822";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"41 - 50";10;"Fio³ek";"Promoter";0;0;1;1
"823";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"51 - 60";6;"Fio³ek";"Detractor";1;0;0;1
"824";"Œrednie techniczne";"Agronom ekspert";"25.01 - 50 ha";"51 - 60";8;"Fio³ek";"Neutral";0;1;0;1
"825";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"41 - 50";10;"Fio³ek";"Promoter";0;0;1;1
"826";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"41 - 50";4;"Fio³ek";"Detractor";1;0;0;1
"827";"Œrednie techniczne";"Agronom ekspert";"100.01 - 250 ha";"41 - 50";1;"Fio³ek";"Detractor";1;0;0;1
"828";"Œrednie techniczne";"Agronom ekspert";"25.01 - 50 ha";"31 - 40";9;"Fio³ek";"Promoter";0;0;1;1
"829";"Œrednie ogólne";"W³aœciciel";"25.01 - 50 ha";"31 - 40";6;"Fio³ek";"Detractor";1;0;0;1
"830";"Œrednie ogólne";"W³aœciciel";"25.01 - 50 ha";"powy¿ej 60";10;"Fio³ek";"Promoter";0;0;1;1
"831";"Œrednie ogólne";"G³ówny agronom";"100.01 - 250 ha";"51 - 60";5;"Fio³ek";"Detractor";1;0;0;1
"832";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"41 - 50";6;"Fio³ek";"Detractor";1;0;0;1
"833";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";7;"Fio³ek";"Neutral";0;1;0;1
"834";"Œrednie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";1;"Fio³ek";"Detractor";1;0;0;1
"835";"Œrednie techniczne";"W³aœciciel";"mniej ni¿ 25 ha";"31 - 40";0;"Fio³ek";"Detractor";1;0;0;1
"836";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";0;"Fio³ek";"Detractor";1;0;0;1
"837";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"41 - 50";6;"Fio³ek";"Detractor";1;0;0;1
"838";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"31 - 40";1;"Fio³ek";"Detractor";1;0;0;1
"839";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"41 - 50";0;"Fio³ek";"Detractor";1;0;0;1
"840";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";4;"Fio³ek";"Detractor";1;0;0;1
"841";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"41 - 50";5;"Fio³ek";"Detractor";1;0;0;1
"842";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"31 - 40";8;"Fio³ek";"Neutral";0;1;0;1
"843";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"31 - 40";7;"Fio³ek";"Neutral";0;1;0;1
"844";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"51 - 60";9;"Fio³ek";"Promoter";0;0;1;1
"845";"Wy¿sze rolnicze";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";10;"Fio³ek";"Promoter";0;0;1;1
"846";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"powy¿ej 60";4;"Fio³ek";"Detractor";1;0;0;1
"847";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";9;"Fio³ek";"Promoter";0;0;1;1
"848";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"31 - 40";8;"Fio³ek";"Neutral";0;1;0;1
"849";"Œrednie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";9;"Fio³ek";"Promoter";0;0;1;1
"850";"Œrednie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"mniej ni¿ 30";6;"Fio³ek";"Detractor";1;0;0;1
"851";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"31 - 40";9;"Fio³ek";"Promoter";0;0;1;1
"852";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";10;"Fio³ek";"Promoter";0;0;1;1
"853";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"41 - 50";9;"Fio³ek";"Promoter";0;0;1;1
"854";"Œrednie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"41 - 50";1;"Fio³ek";"Detractor";1;0;0;1
"855";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";2;"Fio³ek";"Detractor";1;0;0;1
"856";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";8;"Fio³ek";"Neutral";0;1;0;1
"857";"Œrednie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";3;"Fio³ek";"Detractor";1;0;0;1
"858";"Œrednie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"mniej ni¿ 30";3;"Fio³ek";"Detractor";1;0;0;1
"859";"Œrednie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"mniej ni¿ 30";5;"Fio³ek";"Detractor";1;0;0;1
"860";"Œrednie techniczne";"W³aœciciel";"50.01 - 100 ha";"41 - 50";4;"Fio³ek";"Detractor";1;0;0;1
"861";"Œrednie ogólne";"G³ówny agronom";"mniej ni¿ 25 ha";"31 - 40";6;"Fio³ek";"Detractor";1;0;0;1
"862";"Œrednie ogólne";"Dyrektor/wicedyrektor";"mniej ni¿ 25 ha";"51 - 60";8;"Fio³ek";"Neutral";0;1;0;1
"864";"Œrednie ogólne";"W³aœciciel";"25.01 - 50 ha";"51 - 60";6;"Fio³ek";"Detractor";1;0;0;1
"865";"Wy¿sze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";3;"Fio³ek";"Detractor";1;0;0;1
"866";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"41 - 50";0;"Fio³ek";"Detractor";1;0;0;1
"867";"Wy¿sze rolnicze";"Pracownik techniczny";"25.01 - 50 ha";"mniej ni¿ 30";1;"Fio³ek";"Detractor";1;0;0;1
"868";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";10;"Fio³ek";"Promoter";0;0;1;1
"869";"Wy¿sze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"powy¿ej 60";1;"Fio³ek";"Detractor";1;0;0;1
"870";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"mniej ni¿ 30";4;"Fio³ek";"Detractor";1;0;0;1
"871";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"powy¿ej 60";4;"Fio³ek";"Detractor";1;0;0;1
